Method,Initialization,Target_Month,Lead_Month,NINO3.4,AUC,SEDI,BSS,Accuracy,CSI,BrS,RMSE,MHW_Intensity_Error_C,Observed_MHW_Intensity_RMSE_C,BrS_Reference,hits,misses,false_alarms,correct_negatives
NMME ensemble mean,1994-06,1994-08,2,0.4293575286865234,0.6147666865464718,0.0998458489775657,-0.5540454342499064,0.8887860292360721,0.0494615358415567,0.1112139707639279,0.2198575005305071,0.1225098469419711,0.2198575005305071,0.0715641694334424,138.11781883239746,1698.5495071411133,955.7615075111388,21074.27600961924
NMME ensemble mean,1994-06,1994-09,3,0.3319873809814453,0.6027765579538169,0.0925102308392524,-0.9025135550394812,0.9107124124613734,0.0398342349599368,0.0892875875386266,0.2160471863761495,0.1482868917891273,0.2160471863761495,0.046931380489835,88.40845781564713,1013.379489183426,1117.6210087537766,21647.29588735104
NMME ensemble mean,1994-06,1994-10,4,0.7780609130859375,0.5606131768336126,-0.0960116684436798,-0.7135122996161116,0.8614589326011284,0.0202277486082605,0.1385410673988716,0.2760204628417181,0.1298153170288374,0.2760204628417181,0.0808520997660243,68.26426267623901,2045.4934281110764,1261.025336146355,20491.921816170216
NMME ensemble mean,1994-06,1994-11,5,1.0316734313964844,0.4884266050131109,0.0175949949771165,-1.24436830166285,0.8927299025527164,0.0310906702676119,0.1072700974472835,0.2498205188460227,0.2127873000024606,0.2498205188460227,0.0477952292267749,82.15198934078217,1045.4074862003326,1514.7762680649755,21224.369099497795
NMME ensemble mean,1994-06,1994-12,6,1.167438507080078,0.5845875233265001,0.1086318343877792,-1.108122591047619,0.8703770172540684,0.0587719654914747,0.1296229827459316,0.3456918774613726,0.1742106193121664,0.3456918774613726,0.0614874027233474,193.17451643943787,1342.868788480759,1750.8046815991402,20579.85685658455
NMME ensemble mean,1994-06,1995-01,7,1.0119304656982422,0.6296032961305946,0.1273712962865829,-2.6497344557280647,0.8540032717670736,0.0459555030440695,0.1459967282329263,0.3536212057837633,0.23921141582113,0.3536212057837633,0.0400020138461833,167.8434814810753,727.2180299758911,2757.2427908182144,20214.400540828705
NMME ensemble mean,1994-06,1995-02,8,0.9151287078857422,0.5715499713203557,0.0309494081884622,-1.1991730897584798,0.8819195039334459,0.0372529210126828,0.1180804960665541,0.2853545966250937,0.5062701558643846,0.2853545966250937,0.0536931343041861,109.04826325178146,1194.4656618833542,1623.7266854643822,20939.464232504368
NMME ensemble mean,1994-06,1995-03,9,0.5045700073242188,0.5014425467270854,-0.1155792772769928,-0.2465666749271458,0.908101731058407,0.0038840160500047,0.0918982689415929,0.2341715489743167,0.305171160981287,0.2341715489743167,0.0737211019594791,8.552063167095184,1892.463852763176,300.8450076580048,21664.84391951561
NMME ensemble mean,1994-07,1994-08,1,0.4293575286865234,0.6757027052635519,0.2385996878147125,-0.2602152474264354,0.909813742510567,0.0730118247642195,0.090186257489433,0.216168471332576,0.088101502343287,0.216168471332576,0.0715641694334424,169.5320587158203,1667.1352672576904,485.3135211467743,21544.7239959836
NMME ensemble mean,1994-07,1994-09,2,0.3319873809814453,0.6136246473901593,0.1083558201789856,-0.6342730557645739,0.9233013093956274,0.0384634756724664,0.0766986906043726,0.2135154527786784,0.0979732559174556,0.2135154527786784,0.046931380489835,73.22563594579697,1028.562311053276,801.9826994538307,21962.934196650986
NMME ensemble mean,1994-07,1994-10,3,0.7780609130859375,0.5804032419147621,-0.1097952127456665,-0.5147018694707095,0.8775331733337707,0.0126964378993463,0.1224668266662293,0.2757982543563305,0.1473904476892233,0.2757982543563305,0.0808520997660243,37.5873852968216,2076.170305490494,846.7092996239662,20906.237852692604
NMME ensemble mean,1994-07,1994-11,4,1.0316734313964844,0.5137174303214267,0.0302969012409448,-0.8659570404384982,0.9108161555249272,0.0286488450890629,0.0891838444750726,0.2476276274486618,0.2659713495949986,0.2476276274486618,0.0477952292267749,62.7782940864563,1064.7811814546585,1063.743311405182,21675.40205615759
NMME ensemble mean,1994-07,1994-12,5,1.167438507080078,0.6041658927946126,0.1134832426905632,-0.8336205592807917,0.8872554342296923,0.0550576611112232,0.1127445657703076,0.359303655468657,0.1845262536372368,0.359303655468657,0.0614874027233474,156.78356325626373,1379.2597416639328,1311.581532239914,21019.08000594377
NMME ensemble mean,1994-07,1995-01,6,1.0119304656982422,0.5911805217296342,0.1083942428231239,-2.1893757386653023,0.8724185475412294,0.0427655027947528,0.1275814524587705,0.3390107805034142,0.2503867861665286,0.3390107805034142,0.0400020138461833,136.03643596172333,759.0250754952431,2285.9237937927246,20685.719537854195
NMME ensemble mean,1994-07,1995-02,7,0.9151287078857422,0.5802475115784008,0.1112093031406402,-1.9884470743609897,0.8395409098753831,0.0580422757543827,0.1604590901246168,0.2965607141102012,0.3611640120490174,0.2965607141102012,0.0536931343041861,235.97707188129425,1067.5368532538414,2762.0928901433945,19801.09802782536
NMME ensemble mean,1994-07,1995-03,8,0.5045700073242188,0.5695966204512422,-0.0576527416706085,-0.6807786133896052,0.8760911484709929,0.0226193021535824,0.123908851529007,0.2531249136088351,0.4686486525656619,0.2531249136088351,0.0737211019594791,68.44003736972809,1832.575878560543,1124.7201083302498,20840.968818843365
NMME ensemble mean,1994-07,1995-04,9,0.2556972503662109,0.4968809110534284,-0.2590659856796264,-0.2520927869711096,0.921146392150354,0.0005706693544975,0.078853607849646,0.2130914628016539,0.282853495838692,0.2130914628016539,0.062977447574311,1.0745991468429563,1579.4217815995216,302.5540027618408,21983.65445959568
NMME ensemble mean,1994-08,1994-09,1,0.3319873809814453,0.6128557783180665,0.1373418420553207,-0.6356655086863261,0.9232359596577424,0.0448727978193906,0.0767640403422575,0.2145367627198213,0.0626624637990943,0.2145367627198213,0.046931380489835,86.07404679059982,1015.7139002084732,816.3907932043076,21948.526102900505
NMME ensemble mean,1994-08,1994-10,2,0.7780609130859375,0.6108431267053672,-0.0463842861354351,-0.5616673177294991,0.8737359182255949,0.0227787557650212,0.126264081774405,0.275050324985178,0.073491022864699,0.275050324985178,0.0808520997660243,70.24402445554733,2043.513666331768,969.9939056634904,20782.95324665308
NMME ensemble mean,1994-08,1994-11,3,1.0316734313964844,0.5312845565586386,-0.0006580090266652,-0.698396317349639,0.9188247586943636,0.0212508169013087,0.0811752413056364,0.2397601900500195,0.2895770214913826,0.2397601900500195,0.0477952292267749,42.06493937969208,1085.4945361614227,851.8909886479378,21887.254378914837
NMME ensemble mean,1994-08,1994-12,4,1.167438507080078,0.5788902016893227,0.089918166399002,-0.8062348224111624,0.8889393120614708,0.0486997909642919,0.1110606879385291,0.3919835068643367,0.1941588274005218,0.3919835068643367,0.0614874027233474,135.69452542066574,1400.3487794995308,1250.3038792014122,21080.35765898228
NMME ensemble mean,1994-08,1995-01,5,1.0119304656982422,0.6452788124916279,0.0686458870768547,-2.021119377539116,0.8791491408287075,0.0364950477341815,0.1208508591712924,0.3711518676379037,0.2778897520069093,0.3711518676379037,0.0400020138461833,109.25018709897996,785.8113243579865,2098.5004615187645,20873.142870128155
NMME ensemble mean,1994-08,1995-02,6,0.9151287078857422,0.6118666736370281,0.1200051680207252,-1.8411298311422275,0.8474508344008506,0.0591778297688861,0.1525491655991493,0.2869805742760012,0.4012726487372452,0.2869805742760012,0.0536931343041861,229.00965374708176,1074.504271388054,2566.3416380286217,19996.84927994013
NMME ensemble mean,1994-08,1995-03,7,0.5045700073242188,0.6286440819935732,0.0837326049804687,-1.2361881565554729,0.8351457449099943,0.0657777756760153,0.1648542550900057,0.2488943435637617,0.2942591261296734,0.2488943435637617,0.0737211019594791,277.02668964862823,1623.989226281643,2310.53862208128,19655.15030509233
NMME ensemble mean,1994-08,1995-04,8,0.2556972503662109,0.5845941386833146,-0.0894136279821395,-0.5907082841632423,0.8998212524280871,0.0131426326285822,0.1001787475719128,0.2103377225003597,0.3361934838460787,0.2103377225003597,0.062977447574311,31.841684937477112,1548.6546958088877,842.2819040417671,21443.926558315758
NMME ensemble mean,1994-08,1995-05,9,-0.0223579406738281,0.4982553131035038,-0.1327427476644516,-0.1284632220369108,0.927090438135246,0.0009422543418182,0.0729095618647539,0.3874724452201593,0.0116028070932531,0.3874724452201593,0.0646096039648948,1.641173541545868,1627.547950744629,112.56304252147676,22124.952676296238
NMME ensemble mean,1994-09,1994-10,1,0.7780609130859375,0.6546118982065439,0.1039162874221801,-0.5263965428779491,0.8765876344327175,0.0546196728030897,0.1234123655672825,0.2708226844853121,0.0304624358323594,0.2708226844853121,0.0808520997660243,170.17418241500854,1943.5835083723068,1001.8629946112632,20751.084157705307
NMME ensemble mean,1994-09,1994-11,2,1.0316734313964844,0.5894972210455662,0.08953507989645,-0.884129064959593,0.9099476194474272,0.0396734152491068,0.0900523805525729,0.2373530817771239,0.2011746405908394,0.2373530817771239,0.0477952292267749,88.79086697101593,1038.7686085700989,1110.4849784970284,21628.660389065742
NMME ensemble mean,1994-09,1994-12,3,1.167438507080078,0.6023473067905393,0.2627248466014862,-0.8772093468671274,0.8845752728931489,0.0988418966661374,0.1154247271068511,0.3900690762718943,0.195422127215055,0.3900690762718943,0.0614874027233474,302.1561212539673,1233.8871836662292,1520.9207097887993,20809.74082839489
NMME ensemble mean,1994-09,1995-01,4,1.0119304656982422,0.6335937761918293,0.1899779289960861,-2.544936995105442,0.8581953812379446,0.0553743008232178,0.1418046187620553,0.3890763692450076,0.3098690831006133,0.3890763692450076,0.0400020138461833,198.39528101682663,696.6662304401398,2687.742750942707,20283.90058070421
NMME ensemble mean,1994-09,1995-02,5,0.9151287078857422,0.5811217115208057,0.122019775211811,-2.108950073184109,0.8330707261755163,0.0603969409680578,0.1669292738244837,0.3199741764784536,0.4701543725013744,0.3199741764784536,0.0536931343041861,256.0916905403137,1047.422234594822,2936.6294734478,19626.56144452095
NMME ensemble mean,1994-09,1995-03,6,0.5045700073242188,0.6139422798537177,0.075711652636528,-1.547855222256099,0.8121693053820668,0.0681592530045109,0.1878306946179332,0.2543703488519784,0.3373035778007692,0.2543703488519784,0.0737211019594791,327.90055507421494,1573.1153608560562,2909.784388065338,19055.90453910828
NMME ensemble mean,1994-09,1995-04,7,0.2556972503662109,0.6306086195504294,0.12923164665699,-1.6644008951898337,0.8322028323062348,0.070236443324357,0.1677971676937651,0.2211942065610101,0.2388136192598773,0.2211942065610101,0.062977447574311,302.52904760837555,1277.967333137989,2726.7981417179108,19559.41032063961
NMME ensemble mean,1994-09,1995-05,8,-0.0223579406738281,0.4987708061260962,-0.0624909698963165,-0.413945518918869,0.9086455399947142,0.0118758897080885,0.0913544600052858,0.3890711327916072,0.1605268513494472,0.3890711327916072,0.0646096039648948,26.20456027984619,1602.9845640063286,577.345369040966,21660.170349776745
